make,model,year,esc_consensus,T_assign
TOYOTA,SIENNA,2001,Optional,
LEXUS,IS,2004,not_found,
PETERBILT,378,2005,not_found,
MAZDA,TRIBUTE,2004,No,0.0
BMW,540I,2002,not_found,
BMW,525I,2007,not_found,
JEEP,PATRIOT,2010,Standard,1.0
CHEVROLET,AVALANCHE,2006,Standard,1.0
MAZDA,MPV,2000,No,0.0
HONDA,CIVIC,2010,Optional,
DODGE,STRATUS,2004,No,0.0
LEXUS,ES,2004,not_found,
CHEVROLET,AVALANCHE,2007,Standard,1.0
NISSAN,SENTRA,2010,Optional,
MERCURY,MONTEGO,2005,No,0.0
CHRYSLER,TOWN AND COUNTRY,2003,not_found,
CHEVROLET,MALIBU,2008,Optional,
TOYOTA,AVALON,2005,Optional,
TOYOTA,SEQUOIA,2003,Standard,1.0
HONDA,VFR800 (INTERCEPTOR),2008,not_found,
LINCOLN,MKZ,2010,Standard,1.0
KIA,SEDONA,2003,No,0.0
DODGE,STRATUS,2006,No,0.0
FORD,EXPLORER,2006,Standard,1.0
HYUNDAI,ELANTRA,2008,Optional,
PONTIAC,SUNFIRE,2001,No,0.0
SUBARU,FORESTER,2005,No,0.0
CHRYSLER,ASPEN,2007,Standard,1.0
NISSAN,ALTIMA,2001,No,0.0
TOYOTA,PRIUS,2007,Optional,
NISSAN,PATHFINDER,2002,No,0.0
LAND ROVER,RANGE ROVER SPORT,2006,Standard,1.0
HONDA,CR-V,2009,Standard,1.0
LEXUS,ES,2002,not_found,
SUBARU,FORESTER,2009,Standard,1.0
SUBARU,FORESTER,2000,No,0.0
NISSAN,MURANO,2007,Optional,
VOLKSWAGEN,JETTA,2007,Optional,
HONDA,PILOT,2004,Optional,
BMW,X3,2004,not_found,
BUICK,LESABRE,2001,Optional,
SATURN,SL2,2000,not_found,
NEOPLAN,TRANSIT BUS,2001,not_found,
MERCURY,COUGAR,2001,No,0.0
VOLVO TRUCK,VNL,2003,not_found,
CADILLAC,DEVILLE,2005,Optional,
FORD,ESCAPE,2006,No,0.0
NISSAN,MURANO,2006,Optional,
HONDA,PILOT,2003,No,0.0
FORD,FOCUS,2002,Optional,
FREIGHTLINER,M2,2008,not_found,
TOYOTA,SEQUOIA,2001,not_found,
DODGE,CHARGER,2010,Optional,
NISSAN,370Z,2009,Standard,1.0
FORD,E-350,2006,Standard,1.0
LEXUS,RX,2001,not_found,
ACURA,TL,2001,not_found,
CHRYSLER,PACIFICA,2004,No,0.0
PONTIAC,MONTANA/ SV6,2004,not_found,
CHEVROLET,TRAILBLAZER,2004,No,0.0
CHRYSLER,VOYAGER,2000,not_found,
FORD,TAURUS,2004,No,0.0
VOLKSWAGEN,PASSAT,2000,No,0.0
KIA,SPORTAGE,2009,Standard,1.0
KIA,RONDO,2008,Standard,1.0
CHEVROLET,SILVERADO,2010,ambiguous,
BUICK,LACROSSE,2007,Optional,
FORD,F-350,2003,not_found,
BUICK,TERRAZA,2006,Optional,
TOYOTA,SCION TC,2006,No,0.0
NISSAN,VERSA,2009,No,0.0
VOLVO TRUCK,VNL,2006,not_found,
PLYMOUTH,NEON,2001,No,0.0
MERCURY,GRAND MARQUIS,2004,No,0.0
HARLEY DAVIDSON,STREET GLIDE,2009,not_found,
MITSUBISHI,OUTLANDER,2010,Standard,1.0
CHRYSLER,PT CRUISER,2007,No,0.0
DODGE,CARAVAN/GRAND CARAVAN,2003,not_found,
CHEVROLET,ASTRO VAN,2000,No,0.0
HYUNDAI,ELANTRA,2000,No,0.0
GMC,ACADIA,2010,Standard,1.0
KIA,SORENTO,2008,Standard,1.0
MINI,COOPER,2006,Optional,
FORD,TAURUS,2008,Optional,
CHRYSLER,PACIFICA,2005,No,0.0
MITSUBISHI,GALANT,2000,No,0.0
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2004,not_found,
ACURA,MDX,2008,Standard,1.0
HYOSUNG MOTORS & MACHINERY,SCOOTER,2007,not_found,
INTERNATIONAL,1652-SC,2007,not_found,
SATURN,VUE,2004,No,0.0
HARLEY DAVIDSON,SOFTAIL CUSTOM,2010,not_found,
FORD,RANGER,2000,No,0.0
NISSAN,FRONTIER,2008,Optional,
PONTIAC,G6,2009,not_found,
HONDA,CBR600,2007,not_found,
DODGE,GRAND CARAVAN,2010,Standard,1.0
LEXUS,IS,2008,not_found,
MITSUBISHI,GALANT,2002,No,0.0
CHRYSLER,SEBRING,2010,Optional,
FORD,CROWN VICTORIA,2006,No,0.0
GMC,SIERRA,2000,No,0.0
BMW,X3,2007,not_found,
CHRYSLER,300,2006,Standard,1.0
JEEP,WRANGLER,2003,No,0.0
NISSAN,VERSA,2010,Optional,
GMC,ENVOY,2007,Standard,1.0
ACURA,TSX,2007,Standard,1.0
CHRYSLER,SEBRING,2001,No,0.0
TOYOTA,SEQUOIA,2005,Standard,1.0
MERCURY,MOUNTAINEER,2002,Optional,
NISSAN,VERSA,2007,No,0.0
VOLKSWAGEN,BEETLE,2010,not_found,
HYUNDAI,ELANTRA,2007,No,0.0
CHEVROLET,CAVALIER,2004,No,0.0
TOYOTA,LAND CRUISER,2009,not_found,
PONTIAC,VIBE,2009,Standard,1.0
CHEVROLET,COBALT,2008,Optional,
INTERNATIONAL,LF627,2008,not_found,
OLDSMOBILE,ALERO,2001,No,0.0
HONDA,CBR1000,2008,not_found,
SUBARU,IMPREZA,2009,Standard,1.0
SUBARU,IMPREZA,2002,No,0.0
DODGE,DURANGO,2000,No,0.0
BMW,323I,2000,not_found,
FORD,FOCUS,2007,No,0.0
GMC,CANYON,2005,No,0.0
DODGE,CHARGER,2009,Optional,
DODGE,NEON,2004,No,0.0
SUZUKI,SX4,2009,Optional,
VOLVO,S40,2001,not_found,
FORD,F-250,2000,not_found,
BUICK,CENTURY,2002,No,0.0
VOLKSWAGEN,JETTA,2005,Optional,
HARLEY DAVIDSON,V-ROD,2004,not_found,
FORD,TAURUS,2010,Standard,1.0
DODGE,NEON,2000,No,0.0
FORD,EXPLORER,2010,Standard,1.0
SATURN,SL1,2002,not_found,
CHRYSLER,TOWN AND COUNTRY,2007,not_found,
KIA,SEDONA,2005,No,0.0
MAZDA,PROTEGE,2002,No,0.0
FORD,WINDSTAR,2000,No,0.0
FORD,CROWN VICTORIA,2009,No,0.0
KIA,SORENTO,2006,No,0.0
MITSUBISHI,MONTERO SPORT,2002,No,0.0
ACURA,TL,2002,not_found,
CADILLAC,DEVILLE,2001,Optional,
NISSAN,350Z,2005,Optional,
MERCEDES-BENZ,E-CLASS,2006,Standard,1.0
CHRYSLER,PACIFICA,2007,Standard,1.0
BMW,325CI,2001,not_found,
CHRYSLER,PT CRUISER,2008,No,0.0
PONTIAC,GRAND PRIX,2007,Optional,
HONDA,CR-V,2000,No,0.0
DODGE,DURANGO,2003,No,0.0
DODGE,CARAVAN/GRAND CARAVAN,2008,not_found,
FORD,FREESTYLE,2005,No,0.0
HYUNDAI,SONATA,2006,Standard,1.0
JEEP,COMMANDER,2010,Standard,1.0
FORD,ZX2,2001,not_found,
ISUZU,I-350,2006,No,0.0
FORD,EXPLORER SPORT TRAC,2007,Standard,1.0
OLDSMOBILE,ALERO,2000,No,0.0
KENWORTH,T6 SERIES,2007,not_found,
CHRYSLER,CONCORDE,2002,No,0.0
GMC,SAVANA,2002,No,0.0
NISSAN,ROGUE,2010,Standard,1.0
MERCURY,SABLE,2002,No,0.0
PONTIAC,G6,2010,not_found,
SAAB,9-3,2005,Standard,1.0
HYUNDAI,SANTA FE,2007,Standard,1.0
INTERNATIONAL,L9357,2007,not_found,
THOMAS BUILT,MVP-EF (ENGINE FRONT),2008,not_found,
TOYOTA,SCION TC,2010,No,0.0
PONTIAC,VIBE,2006,Optional,
BUICK,CENTURY,2001,No,0.0
KIA,SORENTO,2007,Standard,1.0
MITSUBISHI,LANCER SPORTBACK,2004,No,0.0
KIA,SPORTAGE,2008,Standard,1.0
CHEVROLET,TAHOE,2001,No,0.0
NISSAN,ALTIMA,2009,Optional,
TOYOTA,HIGHLANDER,2007,Standard,1.0
FORD,EXPEDITION,2007,Standard,1.0
PONTIAC,GRAND PRIX,2000,not_found,
TOYOTA,TACOMA,2001,No,0.0
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2000,not_found,
HARLEY DAVIDSON,CVO STREET GLIDE,2010,not_found,
MAZDA,TRIBUTE,2006,No,0.0
TOYOTA,HIGHLANDER,2001,not_found,
SUZUKI,GRAND VITARA XL-7,2002,No,0.0
MERCEDES-BENZ,M-CLASS,2000,not_found,
TOYOTA,TACOMA,2000,No,0.0
MAZDA,MAZDA3,2010,Optional,
FORD,ESCAPE,2005,No,0.0
NISSAN,MAXIMA,2009,Standard,1.0
MITSUBISHI,LANCER,2010,Standard,1.0
TOYOTA,SCION XB,2005,Standard,1.0
FORD,MUSTANG,2001,No,0.0
DODGE,GRAND CARAVAN,2002,No,0.0
DODGE,NITRO,2007,Standard,1.0
HONDA,CR-V,2008,Standard,1.0
AUDI,A6,2008,not_found,
MAZDA,TRIBUTE,2002,No,0.0
CADILLAC,STS,2005,Standard,1.0
FORD,ZX2,2002,No,0.0
ACURA,RL,2005,not_found,
JAGUAR,XF,2009,not_found,
FORD,ESCAPE,2009,Standard,1.0
GMC,YUKON,2009,Standard,1.0
VOLVO TRUCK,VHD,2003,not_found,
NISSAN,TITAN,2005,Optional,
CADILLAC,ESCALADE,2008,Standard,1.0
LEXUS,ES,2007,not_found,
JEEP,COMPASS,2007,Standard,1.0
TOYOTA,4-RUNNER,2002,not_found,
FORD,RANGER,2009,No,0.0
HYUNDAI,SONATA,2003,No,0.0
JEEP,WRANGLER,2007,Standard,1.0
JEEP,WRANGLER,2008,Standard,1.0
VOLKSWAGEN,JETTA,2010,Standard,1.0
CHEVROLET,VENTURE,2000,No,0.0
KIA,SOUL,2010,Optional,
HONDA,CBR1000,2004,not_found,
MERCURY,VILLAGER,2002,No,0.0
FREIGHTLINER,COLUMBIA,2005,not_found,
NISSAN,ROGUE,2009,Standard,1.0
MITSUBISHI,LANCER,2002,No,0.0
VOLVO TRUCK,WXR,2001,not_found,
VOLKSWAGEN,JETTA,2009,Standard,1.0
MAZDA,B-SERIES,2001,No,0.0
FORD,F-350,2001,not_found,
NISSAN,FRONTIER,2010,Optional,
CHEVROLET,MALIBU,2000,No,0.0
ACURA,CL,2001,not_found,
CHEVROLET,TRAILBLAZER,2007,Standard,1.0
ISUZU,RODEO,2000,No,0.0
NISSAN,PATHFINDER,2005,Standard,1.0
DODGE,CHARGER,2007,Optional,
DODGE,NITRO,2008,Standard,1.0
HYUNDAI,ELANTRA,2003,Optional,
MERCURY,GRAND MARQUIS,2007,No,0.0
SUBARU,OUTBACK,2010,Standard,1.0
SAAB,9-5,2003,Standard,1.0
INFINITI,FX35,2008,not_found,
LEXUS,GS,2008,not_found,
HYUNDAI,SONATA,2008,Standard,1.0
JEEP,COMMANDER,2006,Standard,1.0
FORD,FOCUS,2008,No,0.0
FREIGHTLINER,CST120,2006,not_found,
CHEVROLET,TRAILBLAZER,2003,No,0.0
CHEVROLET,GEO PRIZM,2000,not_found,
MERCEDES-BENZ,CLK-CLASS,2005,Standard,1.0
FREIGHTLINER,COLUMBIA,2006,not_found,
LEXUS,ES,2006,not_found,
CHRYSLER,TOWN AND COUNTRY,2002,not_found,
FORD,F-150,2000,No,0.0
SUZUKI,VZ800,2006,not_found,
SUBARU,IMPREZA,2005,No,0.0
VOLVO,S40,2006,Optional,
HONDA,ODYSSEY,2010,Standard,1.0
NISSAN,PATHFINDER,2003,Optional,
HONDA,ODYSSEY,2001,No,0.0
TOYOTA,AVALON,2004,Optional,
VOLVO,XC90,2003,Standard,1.0
CHRYSLER,SEBRING,2009,Optional,
HYUNDAI,SANTA FE,2005,No,0.0
SUBARU,OUTBACK,2009,Standard,1.0
DODGE,INTREPID,2002,No,0.0
CHRYSLER,TOWN AND COUNTRY,2006,not_found,
YAMAHA,YZF-R6/YZF-R6C/R6,2006,not_found,
STERLING TRUCK,SC8000,2007,not_found,
FORD,EXPLORER SPORT TRAC,2003,No,0.0
TOYOTA,TUNDRA,2000,No,0.0
FREIGHTLINER,LONG CONV.,2000,not_found,
FORD,EXPLORER SPORT TRAC,2001,No,0.0
CHRYSLER,300C,2010,not_found,
CHEVROLET,EXPRESS,2005,Optional,
DODGE,INTREPID,2001,No,0.0
FORD,EXPLORER,2001,No,0.0
MERCURY,SABLE,2003,No,0.0
SUZUKI,AERIO,2005,No,0.0
MAZDA,MAZDA6,2009,Standard,1.0
FORD,RANGER,2004,No,0.0
CHEVROLET,BLAZER,2001,No,0.0
DODGE,DAKOTA,2003,No,0.0
FORD,F-800,2010,not_found,
SUBARU,OUTBACK,2005,Optional,
BUICK,ENCLAVE,2008,Standard,1.0
INTERNATIONAL,9400I,2005,not_found,
NISSAN,MURANO,2005,Optional,
CADILLAC,CTS,2004,Optional,
ISUZU,I-290,2008,No,0.0
BMW,328I,2009,not_found,
FORD,TAURUS,2006,No,0.0
GMC,YUKON XL,2001,No,0.0
CHRYSLER,PT CRUISER,2003,No,0.0
CHEVROLET,EXPRESS,2010,ambiguous,
DODGE,AVENGER,2009,Optional,
VOLVO,S80,2004,Optional,
ACURA,TL,2005,not_found,
CADILLAC,CTS,2010,Standard,1.0
FORD,ESCAPE,2010,Standard,1.0
FORD,FIVE HUNDRED,2005,No,0.0
MITSUBISHI,GALANT,2001,No,0.0
VOLKSWAGEN,BEETLE,2004,not_found,
MAZDA,MAZDA6,2005,No,0.0
HONDA,VTX1800R (VTX),2003,not_found,
JEEP,WRANGLER,2005,No,0.0
HONDA,CR-V,2005,Standard,1.0
NISSAN,ALTIMA,2002,No,0.0
LINCOLN,MKS,2009,Standard,1.0
CHRYSLER,TOWN AND COUNTRY,2000,not_found,
FORD,MUSTANG,2003,No,0.0
CHEVROLET,TAHOE,2010,Standard,1.0
TOYOTA,CAMRY SOLARA,2001,No,0.0
HYUNDAI,ACCENT,2010,No,0.0
NISSAN,ALTIMA,2004,Optional,
TOYOTA,SCION TC,2008,No,0.0
CADILLAC,DEVILLE,2003,Optional,
OLDSMOBILE,BRAVADA,2000,No,0.0
MERCURY,GRAND MARQUIS,2010,No,0.0
BUICK,LESABRE,2000,No,0.0
LAND ROVER,RANGE ROVER SPORT,2008,Standard,1.0
CHEVROLET,AVEO,2005,No,0.0
DODGE,CALIBER,2008,Optional,
ISUZU,FRR,2003,not_found,
SATURN,AURA,2007,Standard,1.0
NISSAN,VERSA,2008,No,0.0
NISSAN,QUEST,2007,Optional,
FORD,FOCUS,2000,No,0.0
BUICK,PARK AVENUE,2000,not_found,
CHEVROLET,TRAVERSE,2010,Standard,1.0
CHRYSLER,SEBRING,2000,not_found,
HONDA,CR-V,2010,Standard,1.0
CADILLAC,SRX,2009,Standard,1.0
LINCOLN,MKX,2007,Standard,1.0
MITSUBISHI,GALANT,2003,No,0.0
PONTIAC,VIBE,2004,No,0.0
LINCOLN,NAVIGATOR,2008,Standard,1.0
ISUZU,RODEO,2003,No,0.0
NISSAN,SENTRA,2003,No,0.0
VOLVO TRUCK,VNM,2006,not_found,
MAZDA,TRIBUTE,2001,No,0.0
FORD,E-150,2003,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2002,not_found,
HONDA,VTX1300C,2009,not_found,
BUICK,LACROSSE,2006,Optional,
CHEVROLET,AVEO,2008,No,0.0
NISSAN,SENTRA,2000,not_found,
KAWASAKI,ZX-6R,2003,not_found,
GMC,SIERRA,2003,No,0.0
SUBARU,LEGACY,2003,Optional,
HYUNDAI,XG 350,2002,No,0.0
CADILLAC,SRX,2010,Standard,1.0
FORD,TAURUS,2007,No,0.0
MITSUBISHI,OUTLANDER,2005,No,0.0
ACURA,MDX,2004,Standard,1.0
LEXUS,LS,2009,not_found,
NISSAN,PATHFINDER,2000,No,0.0
ISUZU,ASCENDER,2007,Standard,1.0
FORD,MUSTANG,2008,No,0.0
JEEP,PATRIOT,2007,Standard,1.0
ACURA,TSX,2010,Standard,1.0
GMC,SAVANA,2006,Optional,
HONDA,CBR600,2008,not_found,
FORD,FOCUS,2006,No,0.0
VOLKSWAGEN,EOS,2008,Standard,1.0
MERCEDES-BENZ,M-CLASS,2001,not_found,
BMW,325I,2006,not_found,
CHEVROLET,MALIBU CLASSIC,2005,No,0.0
MITSUBISHI,OUTLANDER,2004,No,0.0
BMW,328I,2007,not_found,
TOYOTA,AVALON,2006,Optional,
BMW,525I,2005,not_found,
HYUNDAI,SONATA,2004,No,0.0
SATURN,AURA,2008,Optional,
CHEVROLET,COBALT,2005,No,0.0
FORD,F-250,2001,not_found,
NISSAN,ARMADA,2005,Standard,1.0
JEEP,LIBERTY,2009,Standard,1.0
ACURA,RL,2000,not_found,
VOLKSWAGEN,PASSAT,2008,Standard,1.0
KOVATCH MOBILE EQUIPMENT,KOVATCH MOBILE EQUIPMENT,2009,not_found,
MERCEDES-BENZ,E-CLASS,2008,Standard,1.0
NISSAN,XTERRA,2001,No,0.0
PONTIAC,AZTEK,2001,No,0.0
AUDI,A4,2006,not_found,
FORD,FUSION,2006,No,0.0
FORD,E-250,2006,not_found,
HYUNDAI,SONATA,2001,No,0.0
MAZDA,626,2001,No,0.0
GMC,ENVOY,2002,No,0.0
CHEVROLET,EQUINOX,2008,Standard,1.0
BUICK,CENTURY,2005,No,0.0
DODGE,NEON,2002,No,0.0
BUICK,RENDEZVOUS,2005,No,0.0
HONDA,PILOT,2007,Standard,1.0
PONTIAC,VIBE,2010,Standard,1.0
ACURA,TSX,2004,Standard,1.0
INTERNATIONAL,LF617,2010,not_found,
FORD,MUSTANG,2000,No,0.0
HONDA,RIDGELINE,2006,Standard,1.0
ACURA,MDX,2006,Standard,1.0
HONDA,PASSPORT,2002,No,0.0
HYUNDAI,SONATA,2010,Standard,1.0
FORD,E-350,2005,not_found,
KAWASAKI,VULCAN 1500,2004,not_found,
DODGE,CHARGER,2008,Optional,
KIA,OPTIMA,2009,Standard,1.0
BMW,530I,2002,not_found,
KAWASAKI,NINJA 250R,2000,not_found,
CHRYSLER,300C,2006,not_found,
TOYOTA,CAMRY SOLARA,2005,Optional,
CHRYSLER,SEBRING,2005,No,0.0
FREIGHTLINER,CST120,2002,not_found,
CHEVROLET,BLAZER,2002,No,0.0
DODGE,JOURNEY,2009,Standard,1.0
MERCEDES-BENZ,C-CLASS,2008,Standard,1.0
MERCEDES-BENZ,S-CLASS,2010,Standard,1.0
FORD,EDGE,2008,Standard,1.0
CHEVROLET,CAVALIER,2005,No,0.0
PONTIAC,SUNFIRE,2000,No,0.0
CHRYSLER,VOYAGER,2001,No,0.0
CADILLAC,SRX,2004,Standard,1.0
PONTIAC,GRAND PRIX,2001,No,0.0
KIA,RIO,2008,No,0.0
TOYOTA,SEQUOIA,2004,Standard,1.0
FREIGHTLINER,MT 55 CHASSIS,2007,not_found,
FORD,FREESTYLE,2006,No,0.0
LINCOLN,MKZ,2007,No,0.0
PONTIAC,MONTANA/ SV6,2001,not_found,
VOLKSWAGEN,RABBIT,2007,Optional,
BUICK,CENTURY,2004,No,0.0
SATURN,L300,2004,not_found,
OLDSMOBILE,INTRIGUE,2001,Optional,
FORD,E-250,2009,not_found,
JEEP,GRAND CHEROKEE,2003,No,0.0
FORD,WINDSTAR,2003,Optional,
BIG DOG MOTORCYCLES,K9,2006,not_found,
PLYMOUTH,NEON,2000,No,0.0
FORD,CROWN VICTORIA,2007,No,0.0
VOLKSWAGEN,ROUTAN,2009,Standard,1.0
KAWASAKI,VULCAN 750,2003,not_found,
MITSUBISHI,ECLIPSE,2004,No,0.0
HONDA,VT1100C (SHADOW SPIRIT 1100),2005,not_found,
OLDSMOBILE,ALERO,2004,No,0.0
FORD,EXPEDITION,2003,Optional,
MACK,LEU,2009,not_found,
LINCOLN,MKX,2009,Standard,1.0
CADILLAC,STS,2007,Standard,1.0
LINCOLN,TOWN CAR,2006,No,0.0
CHEVROLET,TAHOE,2009,Standard,1.0
JEEP,GRAND CHEROKEE,2010,Standard,1.0
NISSAN,FRONTIER,2001,No,0.0
HONDA,CBR600,2003,not_found,
BUICK,LACROSSE,2010,Standard,1.0
TOYOTA,4-RUNNER,2010,not_found,
SATURN,SL2,2001,not_found,
FORD,E-250,2000,not_found,
BMW,325CI,2004,not_found,
ACURA,CL,2003,not_found,
DODGE,RAM WAGON,2000,No,0.0
FORD,E-350,2010,Standard,1.0
FORD,F-250,2003,not_found,
LINCOLN,NAVIGATOR,2000,No,0.0
MERCURY,GRAND MARQUIS,2001,No,0.0
FORD,RANGER,2010,Standard,1.0
SUZUKI,GSX-R1000,2005,not_found,
BMW,X5,2002,not_found,
NISSAN,350Z,2008,Optional,
NISSAN,QUEST,2001,No,0.0
FORD,EXPLORER,2000,No,0.0
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-2/JSD150T-2/JDS250T-2,2008,not_found,
VOLKSWAGEN,PASSAT,2004,Standard,1.0
DODGE,CARAVAN,2002,No,0.0
AUTOCAR,WXLL,2009,not_found,
MERCURY,GRAND MARQUIS,2008,No,0.0
FORD,CROWN VICTORIA,2003,No,0.0
KIA,AMANTI,2004,Optional,
LEXUS,GS,2000,not_found,
BMW,550I,2009,not_found,
HARLEY DAVIDSON,FLSTC / HERITAGE SOFTAIL CLASSIC,2001,not_found,
CHEVROLET,S-10 PICKUP,2002,No,0.0
FORD,E-350,2003,not_found,
FORD,F-250,2002,not_found,
HARLEY DAVIDSON,DYNA WIDE GLIDE,2005,not_found,
CHRYSLER,NEON,2001,not_found,
FORD,EXPEDITION MAX,2007,Standard,1.0
MAZDA,MAZDA6,2007,Optional,
NISSAN,MURANO,2009,Standard,1.0
HONDA,CBR1000,2007,not_found,
GMC,CANYON,2007,No,0.0
CHEVROLET,AVEO,2010,No,0.0
TOYOTA,SCION XD,2008,Optional,
NABI,LFW,2002,not_found,
KIA,OPTIMA,2005,No,0.0
STERLING TRUCK,M6500 ACTERRA,2002,not_found,
HYUNDAI,AZERA,2006,Standard,1.0
TOYOTA,TUNDRA,2003,No,0.0
LINCOLN,TOWN CAR,2000,No,0.0
FORD,EXPEDITION,2008,Standard,1.0
MITSUBISHI,GALANT,2004,No,0.0
CADILLAC,SEVILLE,2001,not_found,
FORD,F-250,2005,not_found,
CADILLAC,ESCALADE,2004,Standard,1.0
CHRYSLER,SEBRING,2003,No,0.0
DODGE,SPRINTER,2007,Standard,1.0
ACURA,TSX,2005,Standard,1.0
NISSAN,MURANO,2003,Optional,
FORD,RANGER,2002,No,0.0
AUDI,A4,2010,not_found,
SUZUKI,XL7,2008,Standard,1.0
LEXUS,RX,2006,not_found,
VOLKSWAGEN,PASSAT,2009,Standard,1.0
FREIGHTLINER,FL112,2003,not_found,
KIA,SORENTO,2005,No,0.0
AUDI,Q7,2007,not_found,
KAWASAKI,KLR650,2009,not_found,
TOYOTA,PRIUS,2008,Optional,
KIA,SPORTAGE,2005,Standard,1.0
BMW,745I,2003,not_found,
HYUNDAI,ELANTRA,2005,No,0.0
HONDA,VT750 (SHADOW SPIRIT 750),2003,not_found,
LINCOLN,CONTINENTAL,2002,No,0.0
FORD,CROWN VICTORIA,2008,No,0.0
INFINITI,G20,2002,No,0.0
YAMAHA,YZF-R1/YZF-R1C/YZF-R1,2008,not_found,
CHEVROLET,TRAILBLAZER,2008,Standard,1.0
JAGUAR,X-TYPE,2002,Optional,
MERCEDES-BENZ,GLK-CLASS,2010,Standard,1.0
MASERATI,GRANTURISMO,2008,not_found,
MERCEDES-BENZ,SL-CLASS,2003,Standard,1.0
VOLVO TRUCK,VNL,2004,not_found,
AUDI,TT,2001,not_found,
CHRYSLER,300,2005,Optional,
TOYOTA,TACOMA,2004,Optional,
FORD,F-450,2007,not_found,
MITSUBISHI,ECLIPSE,2002,No,0.0
LEXUS,LS,2003,not_found,
CHRYSLER,CROSSFIRE,2004,Standard,1.0
FORD,RANGER,2008,No,0.0
SUZUKI,VL800K,2002,not_found,
GMC,SAFARI,2004,No,0.0
MAZDA,CX-9,2008,Standard,1.0
HYUNDAI,TIBURON,2006,Optional,
TOYOTA,CELICA,2001,No,0.0
CADILLAC,SRX,2007,Standard,1.0
KIA,SPORTAGE,2000,not_found,
INTERNATIONAL,DF567,2003,not_found,
SATURN,L300,2005,not_found,
SUZUKI,VL800/VL800C/VL800T,2009,not_found,
KYMCO,SUPER 8 150,2009,not_found,
MERCEDES-BENZ,C-CLASS,2004,Standard,1.0
NISSAN,XTERRA,2000,No,0.0
LEXUS,IS,2006,not_found,
NABI,LFW,2008,not_found,
INFINITI,I35,2002,Optional,
FREIGHTLINER,B2 BUS CHASSIS,2008,not_found,
LEXUS,IS,2010,not_found,
MAZDA,MX-5,2010,not_found,
ACURA,TL,2000,not_found,
GMC,SIERRA,2005,No,0.0
HUSQVARNA,SM,2008,not_found,
SUBARU,LEGACY,2006,No,0.0
FORD,FREESTYLE,2007,No,0.0
SUZUKI,KIZASHI,2010,Standard,1.0
KIA,OPTIMA,2006,Optional,
INTERNATIONAL,LF617,2009,not_found,
MAZDA,MAZDA6,2006,No,0.0
VOLVO,XC70,2004,Optional,
PETERBILT,386,2010,not_found,
YAMAHA,XVS650/A/C/AC/AT/ATC/V STAR 650,2005,not_found,
BMW,325I,2004,not_found,
GMC,YUKON,2002,No,0.0
KIA,SPECTRA,2001,not_found,
MERCURY,MOUNTAINEER,2007,Standard,1.0
INTERNATIONAL,LF627,2010,not_found,
BMW,R 1200 CL,2003,not_found,
CHEVROLET,ASTRO VAN,2003,No,0.0
TOYOTA,CELICA,2002,No,0.0
CADILLAC,SEVILLE,2002,Standard,1.0
TOYOTA,HIGHLANDER,2004,Standard,1.0
MERCEDES-BENZ,C-CLASS,2005,Standard,1.0
CHEVROLET,VENTURE,2002,No,0.0
CHEVROLET,UPLANDER,2005,Optional,
MINI,COOPER CONVERTIBLE,2008,Optional,
TOYOTA,CELICA,2005,No,0.0
CADILLAC,SRX,2005,Standard,1.0
BMW,545I,2005,not_found,
CHEVROLET,UPLANDER,2007,Optional,
SUZUKI,ESTEEM,2002,No,0.0
SUZUKI,SV650,2001,not_found,
CHEVROLET,EXPRESS,2004,ambiguous,
KENWORTH,W900,2003,not_found,
CHRYSLER,SEBRING,2008,Optional,
MITSUBISHI,ENDEAVOR,2008,Standard,1.0
YAMAHA,XVS650/A/C/AC/AT/ATC/V STAR 650,2004,not_found,
HUMMER,H3,2008,not_found,
FORD,E-250,2001,not_found,
NISSAN,TITAN,2008,Optional,
HARLEY DAVIDSON,FLHRC / ROAD KING CLASSIC,2008,not_found,
SUZUKI,VS800GLK,2002,not_found,
TOYOTA,YARIS,2009,No,0.0
CHEVROLET,HHR,2007,No,0.0
SATURN,VUE,2005,No,0.0
MAZDA,MAZDA5,2010,Standard,1.0
FORD,F-650,2007,not_found,
MERCEDES-BENZ,C-CLASS,2007,Standard,1.0
INFINITI,G35,2008,Standard,1.0
OLDSMOBILE,AURORA,2002,Optional,
JEEP,LIBERTY,2008,Standard,1.0
TOYOTA,HIGHLANDER,2010,Standard,1.0
PETERBILT,357,2006,not_found,
VOLKSWAGEN,BEETLE,2005,not_found,
PONTIAC,G8,2009,not_found,
BMW,535I,2009,not_found,
YAMAHA,XVS1100/A/C/AC/AT/ATC/V STAR 1100,2004,not_found,
BMW,M3,2010,not_found,
BMW,335I,2007,not_found,
GMC,SONOMA,2004,No,0.0
INFINITI,G35,2003,Standard,1.0
DODGE,RAM,2002,No,0.0
NABI,LFW,2005,not_found,
HONDA,VT750 (SHADOW ACE 750),2002,not_found,
CHEVROLET,VENTURE,2003,No,0.0
KIA,RIO,2010,No,0.0
SUZUKI,XL7,2005,not_found,
TOYOTA,PRIUS,2005,Optional,
TOYOTA,TUNDRA,2007,Standard,1.0
